"","pid3","authoritarianism","violent","burn","court","recount","criticize","VIOLENT","SM"
"2776","Democrat",0,5,4,3,4,2,0,0
"2777","Independent",0.75,1,1,3,4,1,1,1
"2778","Democrat",0.75,5,1,4,4,1,0,0
"2779","Democrat",0.25,4,4,5,4,4,1,1
"2780",NA,0.75,2,1,3,4,4,1,1
"2781","Democrat",0.25,2,1,5,5,5,0,0
"2782","Independent",0.75,3,1,3,5,3,0,1
"2783","Democrat",0.75,5,1,1,1,1,0,0
"2784","Republican",0.25,2,1,5,4,4,1,1
"2785","Republican",1,4,1,5,5,5,0,1
"2786",NA,1,3,1,3,3,3,0,0
"2787","Independent",1,2,1,2,3,3,1,1
"2788","Democrat",0.5,4,1,3,4,1,0,0
"2789","Democrat",0.25,3,2,4,1,5,1,0
"2790","Democrat",0,5,5,5,5,5,1,0
"2791","Democrat",0.5,4,1,5,5,2,1,1
"2792","Republican",0.5,2,1,3,3,3,1,1
"2793",NA,0.5,3,1,4,5,1,0,0
"2794","Republican",0.5,3,1,3,4,2,0,1
"2795","Republican",0.5,3,1,2,2,2,1,1
"2796","Republican",0,4,2,4,4,4,1,1
"2797","Democrat",0.25,4,1,3,4,1,0,1
"2798","Democrat",0,5,3,2,1,1,0,1
"2799","Democrat",0.75,5,5,5,5,5,0,1
"2800","Democrat",0,4,2,3,4,2,0,0
"2801",NA,0,1,1,1,1,1,1,1
"2802","Democrat",0.25,5,5,5,5,5,1,1
"2803","Independent",0.75,4,3,5,2,1,0,1
"2804","Democrat",1,3,1,1,3,2,0,0
"2805","Democrat",0,4,5,3,3,3,0,0
"2806","Democrat",0.25,3,3,3,3,4,0,1
"2807","Republican",1,4,1,3,5,1,1,1
"2808","Democrat",0,3,2,4,3,3,1,1
"2809","Independent",0.75,3,1,4,4,3,1,0
"2810","Republican",0.5,3,3,3,3,3,1,0
"2811","Democrat",0,4,4,5,4,4,1,0
"2812","Democrat",0.25,4,2,3,4,2,1,1
"2813","Republican",0.5,1,1,3,4,2,1,0
"2814","Democrat",1,2,1,1,3,1,0,0
"2815",NA,0.5,1,1,3,4,3,0,1
"2816","Democrat",0,4,4,4,4,3,0,0
"2817","Republican",0.25,1,1,1,3,4,1,0
"2818","Independent",0.5,1,1,1,2,3,0,1
"2819","Republican",0.5,2,1,2,4,2,0,1
"2820","Democrat",0.25,5,3,4,4,2,0,1
"2821","Democrat",1,5,1,2,5,1,0,1
"2822","Republican",0.25,5,1,5,5,3,1,1
"2823","Democrat",0,3,2,4,4,2,1,1
"2824","Republican",0.25,1,1,5,4,3,1,1
"2825","Democrat",0,4,5,4,4,3,1,0
"2826",NA,0.5,4,1,1,1,1,1,0
"2827","Democrat",0,5,1,5,4,3,1,0
"2828","Democrat",1,3,1,1,3,1,1,1
"2829","Republican",0.5,1,1,2,4,2,1,0
"2830","Democrat",0,5,3,4,4,2,1,1
"2831","Democrat",0.25,3,1,3,3,3,0,1
"2832","Democrat",1,3,3,3,3,3,1,1
"2833","Democrat",0.25,2,2,3,3,3,1,1
"2834","Independent",0,2,1,2,4,1,0,0
"2835","Republican",0,5,4,3,3,1,1,0
"2836","Democrat",0.25,4,3,3,4,2,0,0
"2837","Independent",0.75,3,1,1,5,5,0,0
"2838","Democrat",1,2,1,1,1,1,1,0
"2839","Republican",0,4,4,2,4,1,1,1
"2840","Republican",0,5,1,5,5,5,0,0
"2841","Democrat",0.75,3,1,2,3,3,0,0
"2842","Independent",1,2,1,3,4,3,0,1
"2843","Independent",0.5,2,2,3,5,3,1,1
"2844","Republican",0.5,3,3,3,2,3,1,0
"2845","Republican",0.75,5,1,3,2,3,0,1
"2846","Independent",0.75,5,3,5,3,5,1,1
"2847",NA,0.75,2,2,4,4,4,0,0
"2848","Republican",1,1,1,4,5,4,1,1
"2849","Republican",0.25,2,1,4,4,3,0,1
"2850","Democrat",0.5,3,3,3,4,4,0,0
"2851","Republican",0.75,2,1,3,3,3,0,1
"2852","Democrat",0.5,3,1,3,3,1,0,0
"2853","Republican",0.5,3,1,3,3,3,1,0
"2854","Democrat",0,4,3,3,4,2,1,0
"2855","Democrat",0,4,3,3,5,1,1,0
"2856","Democrat",0.5,3,2,3,5,1,1,0
"2857","Democrat",0,4,5,5,5,2,1,0
"2858","Democrat",0.75,4,3,4,5,3,1,1
"2859","Independent",0.75,3,2,3,3,3,1,1
"2860","Democrat",0.5,1,1,1,5,1,0,0
"2861","Independent",0.75,3,5,3,2,5,1,1
"2862","Republican",0.25,3,1,5,5,5,0,0
"2863","Democrat",1,3,1,2,2,1,1,1
"2864","Republican",0,3,1,3,4,2,0,0
"2865",NA,0.25,1,1,3,5,1,0,1
"2866","Democrat",0.75,2,1,3,2,3,1,1
"2867","Democrat",1,3,3,4,4,3,1,0
"2868","Republican",0.5,4,3,4,4,3,0,1
"2869","Democrat",0,4,2,2,3,1,1,1
"2870","Republican",0.75,1,1,1,3,3,0,0
"2871","Democrat",0,4,3,3,3,3,1,1
"2872","Democrat",1,3,2,3,2,2,1,0
"2873","Independent",0.25,4,1,5,5,5,0,0
"2874","Democrat",0.25,4,2,1,4,3,0,1
"2875","Democrat",1,1,5,5,3,3,1,1
"2876","Republican",0.5,4,2,4,4,4,0,0
"2877","Democrat",0.25,2,2,4,4,1,1,1
"2878","Republican",0.75,1,1,3,4,3,1,0
"2879","Democrat",0.25,5,5,3,3,2,0,0
"2880","Republican",0.25,3,1,1,2,2,1,1
"2881","Democrat",1,1,1,3,3,3,1,0
"2882",NA,0.75,3,3,3,3,3,1,0
"2883","Republican",0.25,2,1,1,3,2,1,0
"2884","Republican",0.25,5,1,5,5,3,0,1
"2885",NA,0.25,2,1,2,3,1,1,0
"2886","Republican",0.5,3,1,3,4,3,0,1
"2887","Democrat",0.25,4,3,4,3,1,1,1
"2888",NA,0.5,3,1,3,3,4,0,0
"2889","Republican",0.25,4,2,3,4,3,0,1
"2890","Democrat",0.75,3,3,3,3,3,1,1
"2891","Republican",0,3,1,1,3,2,1,1
"2892","Democrat",1,5,5,5,5,5,0,0
"2893",NA,0,5,5,3,3,3,0,1
"2894","Republican",0.5,4,3,3,4,3,0,1
"2895","Democrat",0.75,1,1,1,1,3,1,0
"2896","Democrat",0.75,3,3,3,3,5,0,0
"2897","Republican",0.5,3,1,1,3,3,1,0
"2898","Republican",0.25,2,1,4,4,2,0,0
"2899","Republican",0.5,3,2,3,3,3,0,1
"2900","Democrat",0.25,3,3,3,3,1,1,0
"2901","Independent",0.75,2,1,5,5,4,0,0
"2902",NA,1,3,3,3,4,3,0,1
"2903",NA,0,2,2,2,3,3,0,1
"2904","Republican",0.25,4,3,5,4,3,0,1
"2905","Democrat",0.5,1,1,1,3,3,1,0
"2906","Republican",0.5,1,1,4,4,3,1,0
"2907","Independent",0,1,1,5,5,5,1,1
"2908","Independent",0.25,2,1,4,4,3,1,0
"2909","Independent",0.75,2,1,4,4,3,1,1
"2910",NA,0,5,3,5,5,5,1,1
"2911","Democrat",0.5,4,1,3,3,1,1,0
"2912","Republican",0.25,2,1,1,5,3,1,1
"2913","Republican",0.5,2,1,3,3,3,0,0
"2914",NA,0.75,5,4,2,5,5,0,1
"2915","Democrat",0,3,3,2,3,2,0,1
"2916","Democrat",0.75,1,1,3,2,1,1,0
"2917","Republican",0.75,4,5,3,3,3,1,0
"2918","Democrat",0.75,3,1,3,4,4,0,0
"2919","Democrat",0.75,2,2,2,3,3,1,0
"2920","Independent",1,3,1,4,5,5,0,0
"2921","Republican",0.25,5,3,4,4,3,1,0
"2922","Republican",0.5,3,3,3,3,3,0,0
"2923","Republican",0.25,2,1,4,5,2,1,1
"2924",NA,0,3,2,3,3,3,0,1
"2925","Democrat",0.25,5,1,3,1,4,1,1
"2926",NA,1,3,1,3,3,3,1,1
"2927",NA,0.25,3,1,3,3,3,0,0
"2928","Republican",0.25,4,4,4,5,1,1,0
"2929","Democrat",0.5,2,1,2,2,2,0,1
"2930","Democrat",0,4,4,4,4,4,1,1
"2931","Democrat",1,4,3,3,2,3,0,0
"2932",NA,0.25,3,2,3,4,4,0,1
"2933","Democrat",0.75,3,2,3,5,1,0,0
"2934","Republican",0.75,3,2,3,4,3,0,0
"2935","Independent",1,1,1,1,4,1,1,1
"2936","Republican",0.75,3,2,3,3,3,1,0
"2937","Republican",0,2,2,2,4,2,1,0
"2938","Democrat",0.5,3,3,3,2,3,0,1
"2939","Democrat",0.25,3,4,3,3,4,1,1
"2940","Republican",0,4,5,3,3,3,1,0
"2941",NA,0,5,2,4,4,3,0,1
"2942","Democrat",1,4,3,3,4,4,0,0
"2943","Democrat",0.75,5,4,4,2,2,1,0
"2944","Republican",0.25,5,4,5,5,5,1,1
"2945","Republican",0.5,1,1,3,4,4,1,0
"2946","Democrat",0.25,4,4,4,4,4,1,0
"2947",NA,0.25,1,1,1,2,2,1,1
"2948","Democrat",0.5,2,1,4,4,2,1,1
"2949","Democrat",1,4,2,3,3,3,0,0
"2950",NA,0.25,3,1,3,3,3,1,1
"2951","Republican",0.25,3,3,4,4,3,0,0
"2952","Democrat",0.25,5,2,3,4,4,1,1
"2953","Republican",0.75,1,1,1,4,4,1,1
"2954","Democrat",0.5,5,1,4,5,4,0,0
"2955","Republican",0.75,3,2,3,3,3,1,1
"2956","Independent",0.25,5,1,5,5,5,0,0
"2957","Independent",0.5,5,4,4,5,4,0,0
"2958","Democrat",0.5,2,1,1,2,1,1,1
"2959","Democrat",0,5,2,2,3,1,1,1
"2960","Republican",0.75,2,1,4,4,2,1,1
"2961","Democrat",0,5,5,1,3,1,0,0
"2962","Democrat",0.75,3,3,2,3,3,0,1
"2963","Independent",0,3,1,1,3,2,0,0
"2964",NA,0.75,3,2,5,5,3,0,0
"2965","Democrat",0.75,3,1,1,4,2,0,0
"2966","Democrat",0,2,1,3,1,1,1,0
"2967",NA,0.5,3,3,3,3,3,0,0
"2968","Independent",1,2,1,5,5,4,1,1
"2969",NA,0.5,3,1,3,3,3,1,0
"2970","Democrat",0.75,4,2,2,3,3,0,0
"2971","Independent",0.75,1,1,5,5,2,1,1
"2972","Republican",0.75,4,3,2,3,3,1,1
"2973","Democrat",0,2,2,3,3,2,1,1
"2974",NA,0.75,3,3,3,3,4,0,0
"2975","Democrat",0.75,1,1,4,4,2,1,0
"2976","Independent",0,1,1,4,4,4,1,0
"2977","Democrat",0.5,4,1,3,5,1,0,1
"2978","Independent",1,1,1,4,4,3,0,0
"2979","Democrat",0.25,1,1,1,1,1,0,1
"2980",NA,0,1,1,2,3,1,1,0
"2981",NA,0.75,3,1,1,1,4,1,0
"2982","Republican",0,4,2,3,3,2,0,0
"2983","Democrat",0,5,5,5,5,5,1,0
"2984",NA,0.25,1,1,5,5,5,0,1
"2985",NA,0.25,2,1,4,5,4,1,0
"2986",NA,0.25,3,1,3,4,3,1,0
"2987","Democrat",0.25,5,1,5,5,5,0,1
"2988","Democrat",0.5,4,2,2,3,3,1,1
"2989","Democrat",1,1,1,1,4,1,1,1
"2990","Independent",0.25,2,1,2,4,2,1,0
"2991",NA,0.5,4,1,4,4,3,0,1
"2992","Republican",0.25,3,1,4,3,3,1,1
"2993",NA,0.25,3,1,3,3,3,1,1
"2994","Democrat",0.75,5,2,5,3,4,0,0
"2995",NA,1,2,1,1,4,3,1,1
"2996","Democrat",0.25,4,3,3,3,4,1,0
"2997","Democrat",1,4,1,1,4,3,0,1
"2998","Democrat",0.5,4,2,4,4,3,1,1
"2999","Democrat",0,4,1,2,4,1,1,1
"3000","Republican",0.25,5,1,2,3,3,0,0
"3001","Republican",0,3,1,3,3,1,0,0
"3002","Independent",0.5,3,1,4,4,4,1,0
"3003","Democrat",0.5,1,1,1,3,1,1,0
"3004","Republican",0.25,2,1,3,4,2,1,1
"3005","Republican",0.75,1,1,2,4,1,0,0
"3006","Democrat",0.75,4,5,3,4,5,1,1
"3007","Independent",0,4,5,4,4,5,1,1
"3008",NA,0.75,3,3,3,3,3,0,1
"3009","Independent",0.25,2,1,4,5,5,1,1
"3010","Republican",0,5,5,4,4,4,0,1
"3011","Independent",0.5,5,1,5,5,5,1,0
"3012","Democrat",0,2,1,2,4,1,1,0
"3013","Republican",0.75,4,2,2,2,4,0,0
"3014","Republican",1,1,1,1,1,1,0,0
"3015","Democrat",0.5,3,3,4,3,3,1,1
"3016",NA,0.75,3,1,4,5,4,0,0
"3017","Democrat",0.5,5,5,5,4,5,0,1
"3018","Democrat",0,4,3,4,4,3,0,0
"3019","Independent",0.25,4,1,2,4,2,0,1
"3020","Democrat",0.5,3,1,3,4,3,0,1
"3021","Democrat",0.5,3,2,2,3,3,0,0
"3022","Independent",0.25,2,1,3,1,1,0,0
"3023",NA,1,3,3,3,5,3,1,1
"3024","Republican",0,3,2,3,3,3,0,0
"3025","Democrat",0,5,3,3,4,1,0,0
"3026",NA,0.5,1,3,3,3,3,1,0
"3027","Independent",0.5,2,1,2,4,1,0,0
"3028","Democrat",1,5,5,5,5,3,1,0
"3029","Democrat",0.5,5,5,3,4,1,0,0
"3030",NA,0.5,3,3,3,5,2,0,1
"3031","Democrat",0.25,3,2,4,3,1,0,0
"3032","Republican",0,3,1,3,4,3,0,0
"3033","Democrat",0.25,3,3,3,3,3,0,0
"3034","Democrat",0.25,5,5,5,3,1,1,0
"3035","Independent",0.5,1,2,2,3,2,1,1
"3036","Republican",0.25,3,1,4,4,4,1,1
"3037","Republican",0.5,2,1,2,3,2,0,0
"3038","Democrat",1,2,1,2,3,1,0,0
"3039","Democrat",0.5,4,1,5,5,1,1,1
"3040","Republican",0,5,5,3,3,2,1,0
"3041","Republican",0.25,3,1,5,5,5,0,1
"3042","Independent",0.5,4,1,3,4,2,0,1
"3043","Independent",0.75,1,1,3,5,2,0,1
"3044",NA,0.5,1,1,1,3,1,0,0
"3045","Democrat",1,4,1,2,2,1,0,1
"3046","Democrat",0.5,3,3,4,4,3,1,1
"3047","Republican",0.5,1,1,1,1,1,1,1
"3048",NA,0.5,3,4,3,3,3,1,1
"3049","Independent",0.5,5,1,5,5,3,0,0
"3050","Independent",1,3,3,3,3,3,1,0
"3051","Democrat",0.75,1,1,1,2,2,0,0
"3052","Democrat",0.25,4,3,3,4,2,0,0
"3053","Independent",1,4,4,4,4,4,0,0
"3054","Democrat",1,5,3,3,5,5,0,1
"3055","Democrat",0.25,5,2,1,4,3,0,0
"3056","Republican",0.75,3,3,3,3,1,1,1
"3057","Republican",0.75,3,1,3,2,2,0,0
"3058","Democrat",1,2,1,1,1,1,1,1
"3059",NA,0.25,2,3,1,2,2,1,0
"3060","Democrat",0.5,5,5,5,5,5,0,1
"3061","Republican",0,3,3,4,4,4,1,1
"3062",NA,0.25,5,4,4,5,2,0,1
"3063","Republican",0.75,2,1,4,5,5,1,0
"3064","Democrat",1,3,1,3,1,3,0,1
"3065","Independent",0.5,3,3,3,4,3,1,0
"3066","Republican",1,3,1,3,5,5,0,0
"3067","Independent",1,3,1,4,4,3,1,0
"3068","Republican",1,3,3,3,3,3,0,0
"3069","Democrat",0.5,3,3,3,3,3,0,1
"3070","Democrat",0.25,3,2,3,3,2,1,0
"3071","Republican",0.5,3,3,3,3,3,0,1
"3072","Democrat",0.5,3,1,3,4,1,0,1
"3073","Democrat",0.75,2,1,2,3,3,1,0
"3074","Independent",1,5,1,5,5,5,0,0
"3075","Independent",0,3,1,4,4,4,0,0
"3076","Democrat",0,4,4,2,2,5,1,1
"3077","Democrat",0.25,3,4,3,4,3,0,1
"3078","Republican",0.25,3,2,3,4,3,0,1
"3079","Democrat",0.5,5,5,5,5,4,1,0
"3080",NA,0.75,3,3,3,3,3,0,0
"3081",NA,0.75,3,1,3,3,3,1,1
"3082","Democrat",1,1,2,3,5,4,1,0
"3083","Republican",0.25,4,4,4,4,4,1,1
"3084","Republican",0.75,1,1,4,3,2,1,1
"3085","Republican",0.25,3,2,3,3,3,1,1
"3086",NA,0.75,3,1,3,3,3,1,1
"3087","Republican",0.5,3,3,3,4,4,1,1
"3088",NA,1,2,1,3,5,1,0,0
"3089","Democrat",0.5,2,2,2,3,3,0,0
"3090","Republican",0,3,2,4,5,2,0,0
"3091","Democrat",1,1,1,4,4,2,1,0
"3092",NA,0.25,3,3,3,3,4,0,0
"3093","Republican",1,1,1,1,5,1,1,1
"3094","Independent",0.75,4,3,4,4,4,1,1
"3095","Democrat",0.75,4,5,2,5,4,0,1
"3096","Democrat",0,4,3,3,3,3,0,1
"3097","Independent",1,3,1,3,5,3,1,0
"3098","Democrat",1,3,1,1,1,1,0,0
"3099","Independent",0.25,2,1,4,4,4,1,0
"3100","Independent",1,2,5,4,1,4,1,0
"3101","Democrat",0,2,2,5,5,5,1,1
"3102","Republican",0.25,2,1,2,2,1,0,1
"3103","Republican",0.5,3,1,3,5,3,0,1
"3104","Democrat",0,4,2,3,4,3,0,1
"3105","Independent",0,2,2,4,5,4,1,0
"3106","Democrat",1,3,1,3,4,3,0,1
"3107","Democrat",0.25,4,3,5,3,4,0,1
"3108","Democrat",1,1,1,3,4,1,1,1
"3109",NA,0.75,1,1,1,3,3,1,0
"3110","Republican",1,3,1,3,3,3,1,0
"3111",NA,0,5,3,3,5,5,0,0
"3112","Democrat",0.25,2,1,3,4,1,1,0
"3113","Republican",0.75,1,1,5,5,5,1,1
"3114","Democrat",0.5,2,2,2,3,2,1,1
"3115","Independent",0.25,3,1,3,4,4,1,0
"3116",NA,0.75,3,1,3,3,3,1,1
"3117","Republican",0,3,1,2,4,2,0,1
"3118","Democrat",0.75,4,1,2,2,3,1,1
"3119","Democrat",0.75,4,1,3,4,5,0,0
"3120",NA,0.25,3,1,1,3,3,1,0
"3121","Republican",0.5,2,1,4,4,4,1,0
"3122","Independent",0.25,1,1,1,2,2,1,0
"3123","Republican",0.5,4,3,3,3,3,0,1
"3124","Republican",0.75,3,2,3,2,2,1,0
"3125","Democrat",0.5,1,1,5,5,5,1,0
"3126","Democrat",0.25,3,3,3,3,3,1,0
"3127","Democrat",1,4,3,3,3,4,1,0
"3128","Democrat",0,4,3,4,4,2,0,0
"3129","Independent",0.25,2,1,4,4,3,1,0
"3130",NA,0.5,3,1,3,5,3,0,1
"3131","Independent",1,3,1,3,4,2,0,1
"3132","Democrat",0.5,4,4,4,2,4,1,1
"3133","Independent",0.75,5,1,5,5,4,0,1
"3134","Republican",0.75,4,1,4,4,3,0,1
"3135","Republican",0.75,1,1,4,4,4,1,1
"3136","Republican",0,1,4,2,3,2,1,0
"3137","Democrat",1,1,1,1,1,4,1,1
"3138","Democrat",0,5,3,1,5,1,0,0
"3139","Democrat",0,5,3,2,5,1,1,0
"3140","Democrat",0.75,1,1,3,3,1,1,0
"3141","Independent",0.5,2,1,4,4,2,0,0
"3142","Republican",0.5,5,4,3,5,2,0,1
"3143","Democrat",0,5,3,2,3,2,0,1
"3144","Democrat",0.75,4,2,3,3,4,0,1
"3145","Republican",1,3,1,4,4,4,0,0
"3146","Democrat",0,4,1,5,4,4,1,1
"3147","Democrat",0.5,4,4,5,3,5,1,0
"3148",NA,0.75,4,3,3,3,3,0,1
"3149","Democrat",0.75,1,1,1,4,2,1,0
"3150","Republican",0,4,4,3,2,3,0,0
"3151","Republican",0,1,1,1,3,1,1,1
"3152","Republican",0,3,2,3,4,3,0,0
"3153","Democrat",0.75,3,2,3,4,3,0,1
"3154","Democrat",0,4,4,2,4,4,1,0
"3155","Republican",0.25,3,2,2,3,1,0,1
"3156","Independent",1,2,2,2,5,4,1,0
"3157",NA,0.5,2,2,4,4,2,0,0
"3158",NA,0.5,3,2,4,5,3,0,1
"3159","Republican",0.25,3,1,4,4,3,0,1
"3160","Republican",0.5,4,3,5,3,5,0,1
"3161","Democrat",0,4,4,4,4,2,1,1
"3162","Republican",1,3,3,3,3,3,0,0
"3163","Democrat",1,1,1,1,3,2,1,0
"3164","Independent",1,3,1,3,3,3,1,1
"3165",NA,1,3,3,3,3,3,1,1
"3166",NA,1,1,1,3,3,3,1,1
"3167","Republican",0.75,2,1,3,4,3,1,0
"3168","Democrat",0.5,4,1,2,3,2,0,1
"3169","Independent",0.75,2,2,3,3,4,1,0
"3170","Republican",0,5,5,4,5,5,0,0
"3171","Democrat",0.75,1,1,3,3,3,0,1
"3172",NA,0,5,5,5,5,5,0,1
"3173","Republican",1,3,1,3,5,3,1,1
"3174","Democrat",1,4,3,5,2,4,1,0
"3175","Republican",0,5,3,2,3,2,1,1
"3176","Democrat",0,5,2,4,1,3,1,0
"3177","Independent",0.25,3,1,4,5,4,0,0
"3178","Independent",1,1,1,1,5,1,0,0
"3179",NA,0,4,1,4,4,5,0,0
"3180","Democrat",0.75,2,4,2,3,4,1,1
"3181","Independent",0.75,3,3,4,4,4,1,0
"3182",NA,1,5,4,5,5,5,0,1
"3183","Republican",0.5,4,2,3,3,3,1,1
"3184","Republican",0.75,4,1,3,2,4,1,0
"3185","Independent",0.5,1,1,1,3,1,0,0
"3186","Republican",0.75,3,1,3,5,3,1,0
"3187","Independent",0.5,1,1,4,4,2,0,0
"3188","Democrat",0.25,3,3,3,3,3,1,0
"3189","Independent",1,1,1,3,5,1,0,1
"3190","Independent",0.75,3,5,2,4,4,1,1
"3191","Democrat",0.75,3,1,3,3,3,0,0
"3192",NA,0.5,4,1,4,3,3,0,0
"3193",NA,0.25,3,3,3,3,3,0,1
"3194","Democrat",0.75,3,1,2,5,2,0,1
"3195",NA,0,2,1,3,3,3,1,1
"3196","Independent",0.5,1,1,4,5,2,1,0
"3197","Democrat",1,1,1,2,3,3,0,0
"3198","Independent",1,3,3,3,3,3,1,1
"3199","Independent",0.5,2,1,5,5,4,1,1
"3200","Democrat",0.5,3,3,3,3,3,0,1
"3201",NA,0.5,4,3,3,5,3,1,1
"3202","Republican",0.75,4,3,3,3,3,1,0
"3203","Republican",0.25,3,1,3,3,5,0,0
"3204","Republican",0.75,5,2,4,5,4,0,1
"3205","Democrat",0.75,1,1,1,4,1,0,1
"3206","Independent",0.5,4,1,3,3,3,0,1
"3207",NA,1,3,3,3,3,3,0,0
"3208",NA,1,3,3,3,3,3,0,0
"3209",NA,0.5,2,1,3,3,3,0,1
"3210",NA,0,3,3,3,3,3,0,0
"3211","Republican",0.75,3,1,4,5,4,1,0
"3212","Democrat",0,4,1,5,4,3,1,1
"3213","Independent",1,5,1,4,5,1,1,1
"3214",NA,0,4,1,4,4,5,1,0
"3215",NA,0,4,3,3,4,2,0,1
"3216","Republican",0,3,2,3,3,3,1,0
"3217","Democrat",0.25,5,3,5,4,5,1,0
"3218","Republican",0.75,2,1,3,4,1,0,1
"3219","Republican",0.75,3,4,4,4,4,1,1
"3220","Democrat",0.75,2,2,3,4,3,0,1
"3221","Republican",0.75,3,2,5,5,5,0,0
"3222","Republican",0.75,4,1,1,4,3,0,1
"3223","Independent",0.75,5,1,1,5,5,0,1
"3224",NA,0.75,3,1,3,3,3,1,0
"3225","Democrat",0.5,5,3,4,3,5,1,0
"3226","Republican",0.75,1,1,1,1,1,1,1
"3227","Independent",0.5,3,3,4,3,2,1,0
"3228","Democrat",0.75,2,1,3,5,3,0,1
"3229","Republican",1,3,3,3,3,3,0,0
"3230","Democrat",0,3,5,4,4,1,1,1
"3231","Democrat",0.75,5,5,5,5,5,1,0
"3232","Independent",0.5,1,1,3,5,1,1,0
"3233","Republican",0.75,3,3,3,3,3,1,0
"3234","Independent",0.75,2,1,4,3,2,1,0
"3235","Democrat",0.25,1,1,2,4,1,1,0
"3236","Democrat",0,3,4,4,4,4,1,1
"3237","Republican",0.75,2,1,5,4,4,0,0
"3238","Democrat",1,3,1,3,3,3,1,0
"3239","Democrat",1,4,4,4,4,4,1,0
"3240","Republican",0,1,1,2,3,1,0,1
"3241",NA,0,5,2,2,4,1,0,0
"3242","Independent",0.5,1,1,2,3,1,1,1
"3243","Democrat",0.25,4,4,3,4,3,0,1
"3244","Republican",1,3,1,3,4,3,0,1
"3245","Independent",0.5,3,1,3,3,4,1,1
"3246","Democrat",0,3,2,2,2,2,0,0
"3247","Republican",0.75,2,4,3,3,3,0,0
"3248","Independent",0.25,3,1,2,5,3,1,1
"3249","Independent",0.75,1,1,5,5,5,1,1
"3250","Democrat",1,3,1,3,5,3,0,0
"3251","Republican",0.5,2,2,3,4,4,1,1
"3252",NA,0,5,5,5,5,5,0,0
"3253","Republican",0.25,2,1,1,2,1,1,1
"3254",NA,0.25,3,1,2,3,1,1,0
"3255","Democrat",0,4,3,3,3,3,1,1
"3256","Republican",1,2,2,2,3,2,0,0
"3257","Independent",0.75,3,1,3,4,2,0,1
"3258","Democrat",0.75,3,1,3,3,3,1,0
"3259",NA,0.25,3,1,3,2,1,0,1
"3260","Democrat",1,3,1,3,2,3,1,1
"3261","Republican",0,1,1,2,4,1,1,0
"3262","Democrat",0.75,5,1,3,3,3,0,0
"3263","Republican",0,5,3,5,5,4,0,0
"3264",NA,0.25,1,1,2,3,1,1,1
"3265","Democrat",0,4,3,3,3,3,1,1
"3266","Independent",0.75,1,1,5,5,5,0,0
"3267","Democrat",0.75,4,4,3,4,3,1,1
"3268","Republican",0.75,3,3,3,3,3,1,0
"3269","Independent",0.5,4,1,5,5,5,0,1
"3270","Democrat",0,5,5,3,4,2,1,1
"3271",NA,0.5,3,1,3,5,5,0,0
"3272",NA,0.5,5,5,3,3,3,1,1
"3273","Democrat",0.5,3,3,3,3,3,1,1
"3274","Independent",0.75,4,1,3,3,3,1,0
"3275","Democrat",0.5,1,1,1,3,1,0,1
"3276",NA,0.75,1,1,1,1,1,0,0
"3277","Independent",1,3,1,3,3,3,1,0
"3278","Democrat",0.25,5,3,4,3,5,0,1
"3279","Independent",0.5,5,5,5,5,5,1,1
"3280","Democrat",0.25,3,1,3,1,1,0,0
"3281","Republican",0.25,4,3,3,4,2,0,1
"3282","Democrat",0.5,4,2,3,4,2,0,1
"3283","Democrat",0.75,3,2,4,3,2,0,1
"3284","Democrat",0.75,3,2,1,1,5,1,0
"3285","Independent",1,5,1,4,5,4,1,1
"3286","Independent",0.5,4,1,5,3,5,1,0
"3287","Republican",0.25,1,1,4,4,5,1,0
"3288",NA,0.25,3,3,3,3,2,0,1
"3289","Republican",0.25,4,2,4,2,3,1,1
"3290","Independent",1,1,1,1,5,2,0,0
"3291","Republican",0,5,4,2,3,2,0,1
"3292",NA,0.5,5,3,3,3,3,1,0
"3293","Independent",0,4,1,4,4,5,0,0
"3294","Republican",0,3,1,3,4,3,0,0
"3295","Democrat",0.5,3,3,3,3,3,0,0
"3296","Republican",0,4,4,4,2,2,1,0
"3297",NA,1,1,1,5,5,5,0,0
"3298","Republican",1,1,1,3,3,3,1,0
"3299","Independent",0.75,5,5,5,5,5,0,1
"3300","Democrat",0.25,2,3,2,2,3,1,0
"3301","Republican",0.5,1,1,5,5,5,1,1
"3302","Democrat",0.25,2,2,2,2,2,1,1
"3303","Democrat",0.5,5,2,3,4,2,0,1
"3304","Republican",0.5,4,3,1,4,3,0,0
"3305","Independent",0.75,3,2,3,3,3,0,1
"3306","Republican",0.5,3,2,2,3,2,1,1
"3307","Democrat",0,3,2,1,2,1,0,1
"3308","Democrat",0.25,4,1,3,3,1,0,0
"3309","Independent",0.75,1,1,1,5,3,1,1
"3310","Democrat",0.25,2,2,2,4,2,1,0
"3311","Independent",0.25,4,4,4,4,4,1,0
"3312","Republican",1,5,5,5,5,5,0,1
"3313","Independent",0.25,4,1,5,5,5,0,0
"3314","Republican",0.5,3,1,4,4,3,0,0
"3315","Democrat",0,5,1,3,4,3,0,0
"3316","Republican",0.75,1,1,2,4,1,1,1
"3317",NA,0.25,5,5,5,5,3,1,0
"3318","Democrat",0.75,1,1,1,5,3,1,1
"3319","Republican",0.75,3,1,1,3,1,0,0
"3320","Independent",0.5,2,2,3,4,3,1,1
"3321","Independent",0.75,2,1,2,3,4,1,1
